UniProt,PocketCount,MaxScore,MeanScore,MaxDruggability,MeanDruggability,MaxSASA,MeanSASA,Compound
Q9H568,25,0.97,0.0674399999999999,0.97,0.0674399999999999,328.636,109.42656,1
P0DP24,11,0.621,0.086,0.621,0.086,207.894,110.41645454545456,1
P63000,12,0.948,0.0826666666666666,0.948,0.0826666666666666,199.091,107.10008333333336,118
O00206,56,0.563,0.0318749999999999,0.563,0.0318749999999999,230.31,102.08839285714284,695
O15492,18,0.374,0.029,0.374,0.029,180.857,94.7491111111111,1
P30038,38,0.971,0.0317894736842105,0.971,0.0317894736842105,277.764,100.95657894736844,1
O94759,131,0.649,0.0223816793893129,0.649,0.0223816793893129,1065.227,128.83942748091602,252
Q9H4L5,68,0.389,0.0084117647058823,0.389,0.0084117647058823,406.116,113.4975,1
Q8NDH3,35,0.737,0.0290857142857142,0.737,0.0290857142857142,259.906,103.2822285714286,
P04746,14,0.409,0.036,0.409,0.036,199.618,92.58414285714288,82
P23280,18,0.435,0.0445555555555555,0.435,0.0445555555555555,277.085,116.37983333333334,576
O14944,17,0.58,0.0548235294117647,0.58,0.0548235294117647,483.408,153.14770588235297,
O95166,7,0.27,0.0977142857142857,0.27,0.0977142857142857,128.125,74.93814285714286,2
Q58F21,60,0.715,0.0174833333333333,0.715,0.0174833333333333,702.26,118.8240666666667,428
Q8TDR2,45,0.292,0.0178666666666666,0.292,0.0178666666666666,431.079,135.53473333333332,270
P05981,25,0.682,0.04656,0.682,0.04656,212.564,107.913,214
Q9UHI8,87,0.978,0.0241609195402298,0.978,0.0241609195402298,499.61,128.58850574712648,33
O14672,57,0.344,0.0198245614035087,0.344,0.0198245614035087,426.224,105.11591228070174,232
O43683,87,0.824,0.033655172413793,0.824,0.033655172413793,461.528,117.0309540229885,1565
Q02241,85,0.508,0.0218588235294117,0.508,0.0218588235294117,621.649,118.89312941176463,53
O00459,50,0.473,0.01902,0.473,0.01902,271.402,99.63661999999998,1616
P17706,42,0.505,0.0196190476190476,0.505,0.0196190476190476,307.985,109.35999999999996,1359
Q9Y466,38,0.745,0.0241842105263157,0.745,0.0241842105263157,430.466,104.41142105263155,139
O95149,25,0.731,0.0416,0.731,0.0416,453.541,140.28240000000002,
Q8NEV1,18,0.129,0.011,0.129,0.011,297.098,129.56733333333332,
Q96GG9,17,0.879,0.0795882352941176,0.879,0.0795882352941176,228.224,119.46952941176473,310
P60468,2,0.346,0.173,0.346,0.173,190.546,142.459,2
Q9UBL9,32,0.437,0.0436875,0.437,0.0436875,327.582,103.90193749999996,570
P08621,46,0.194,0.0056739130434782,0.194,0.0056739130434782,758.677,121.87630434782608,1
Q9Y2D0,19,0.444,0.0606315789473684,0.444,0.0606315789473684,190.966,90.61400000000002,756
P32302,32,0.844,0.0541562499999999,0.844,0.0541562499999999,238.902,111.63725000000002,169
Q12968,43,0.23,0.0069767441860465,0.23,0.0069767441860465,342.152,122.16646511627908,1
Q16478,81,0.871,0.0352345679012345,0.871,0.0352345679012345,518.598,119.29393827160489,40
Q92830,75,0.277,0.0125333333333333,0.277,0.0125333333333333,374.325,110.63105333333336,13974
Q99835,70,0.519,0.0160857142857142,0.519,0.0160857142857142,483.068,109.98245714285711,962
P54577,41,0.33,0.018780487804878,0.33,0.018780487804878,241.672,100.07531707317072,276
Q9NPD5,53,0.977,0.0507924528301886,0.977,0.0507924528301886,429.425,127.35307547169808,2151
Q92572,11,0.236,0.0539090909090909,0.236,0.0539090909090909,160.408,100.4849090909091,2
Q9BYP7,93,0.755,0.0153118279569892,0.755,0.0153118279569892,940.183,134.06641935483867,403
P02776,6,0.496,0.1815,0.496,0.1815,176.483,113.68933333333332,8
Q9UN76,34,0.629,0.0430882352941176,0.629,0.0430882352941176,479.345,103.45835294117649,10
Q14432,83,0.985,0.0344819277108433,0.985,0.0344819277108433,505.461,129.60280722891562,3327
O15432,18,0.856,0.0983888888888888,0.856,0.0983888888888888,167.111,97.45772222222224,1
Q9H583,209,0.971,0.0261100478468899,0.971,0.0261100478468899,641.821,108.65088995215312,2
O00330,44,0.351,0.0198636363636363,0.351,0.0198636363636363,369.829,112.83909090909091,1
P51812,53,0.487,0.0272830188679245,0.487,0.0272830188679245,807.615,161.48867924528298,2976
Q9H3K6,5,0.418,0.0884,0.418,0.0884,134.786,95.9212,2
Q86YT5,36,0.802,0.0551388888888888,0.802,0.0551388888888888,266.184,107.54613888888888,34
Q9HBI6,34,0.999,0.030970588235294,0.999,0.030970588235294,462.777,104.73829411764709,6
Q14185,143,0.628,0.0118391608391608,0.628,0.0118391608391608,733.523,111.92262237762236,1
Q9Y2M5,51,0.39,0.0261372549019607,0.39,0.0261372549019607,157.535,83.65894117647058,14
Q9UIV1,22,0.468,0.0440454545454545,0.468,0.0440454545454545,288.017,117.5871818181818,32
Q7Z5W3,21,0.963,0.0865238095238095,0.963,0.0865238095238095,204.508,110.8865238095238,325
Q8NC38,8,0.232,0.050125,0.232,0.050125,231.002,108.365,1
P11171,65,0.184,0.0093076923076923,0.184,0.0093076923076923,544.018,114.46796923076924,1
P49759,37,0.307,0.0212162162162162,0.307,0.0212162162162162,873.979,114.9102432432433,2079
P20823,29,0.241,0.0171724137931034,0.241,0.0171724137931034,232.507,96.65041379310344,1
Q9BQR3,21,0.244,0.0202380952380952,0.244,0.0202380952380952,285.56,101.43333333333332,3
P07225,45,0.459,0.0217333333333333,0.459,0.0217333333333333,339.978,112.69166666666666,
P60903,7,0.881,0.129,0.881,0.129,200.81,109.4877142857143,1
Q12840,78,0.854,0.0526666666666666,0.854,0.0526666666666666,322.141,94.7946282051282,46
Q9BXH1,14,0.586,0.0769999999999999,0.586,0.0769999999999999,185.618,91.69614285714286,
Q8WTV0,39,0.997,0.0726410256410256,0.997,0.0726410256410256,581.21,118.5562307692308,59
Q9HC97,27,0.984,0.0749999999999999,0.984,0.0749999999999999,535.688,123.99833333333336,1042
P28335,44,0.999,0.0459772727272727,0.999,0.0459772727272727,574.392,128.92924999999997,7568
Q13177,36,0.578,0.0177777777777777,0.578,0.0177777777777777,791.609,126.70647222222222,1314
P26368,41,0.858,0.0240487804878048,0.858,0.0240487804878048,225.019,100.78417073170732,2
Q9BY44,40,0.348,0.0112,0.348,0.0112,304.317,117.507225,3
P51452,13,0.371,0.0323846153846153,0.371,0.0323846153846153,172.516,78.55315384615383,901
P13716,23,0.557,0.0709565217391304,0.557,0.0709565217391304,224.479,95.19152173913042,43
Q9BX84,187,0.923,0.0195508021390374,0.923,0.0195508021390374,820.107,119.39019251336887,233
P01137,29,0.277,0.0214137931034482,0.277,0.0214137931034482,299.016,112.41313793103448,34
P35638,18,0.729,0.0738888888888888,0.729,0.0738888888888888,109.44,83.66222222222224,25
P50747,61,0.437,0.0139180327868852,0.437,0.0139180327868852,454.854,116.0681967213115,38
P10997,5,0.381,0.1256,0.381,0.1256,144.377,102.053,31
P80370,27,0.35,0.0377037037037037,0.35,0.0377037037037037,132.04,98.56514814814815,95
O60934,54,0.727,0.0474259259259258,0.727,0.0474259259259258,211.777,103.88340740740742,1
Q8TAE7,40,0.875,0.0571999999999999,0.875,0.0571999999999999,273.622,96.47985,
P62987,11,0.642,0.0679090909090909,0.642,0.0679090909090909,145.159,92.31863636363636,1
Q13485,44,0.852,0.0434772727272727,0.852,0.0434772727272727,542.817,125.60895454545457,1
Q92945,45,0.109,0.0053111111111111,0.109,0.0053111111111111,448.754,112.96508888888891,10
P41212,29,0.686,0.0275172413793103,0.686,0.0275172413793103,203.36,102.55110344827588,2
Q14541,34,0.925,0.028735294117647,0.925,0.028735294117647,163.034,98.15085294117648,3
P78508,27,0.782,0.0507407407407407,0.782,0.0507407407407407,705.348,142.97848148148145,12
P12268,32,0.62,0.04034375,0.62,0.04034375,325.931,111.4059375,1181
P49848,48,0.304,0.0101875,0.304,0.0101875,616.131,99.60885416666667,1
Q15782,24,0.264,0.01275,0.264,0.01275,392.999,120.44150000000002,12
Q14847,17,0.348,0.0311764705882352,0.348,0.0311764705882352,158.013,98.11764705882352,2
P25398,9,0.183,0.0338888888888888,0.183,0.0338888888888888,138.504,86.94144444444444,2
Q16637,20,0.422,0.0462,0.422,0.0462,234.59,100.9531,33603
Q13620,78,0.438,0.015025641025641,0.438,0.015025641025641,702.167,103.68329487179484,16
Q92520,15,0.748,0.0585333333333333,0.748,0.0585333333333333,198.897,91.24753333333337,
Q9NPQ8,43,0.388,0.0322325581395348,0.388,0.0322325581395348,234.177,102.61037209302329,
Q5SW79,79,0.331,0.0110506329113924,0.331,0.0110506329113924,334.259,113.64418987341772,1
Q13569,31,0.277,0.0144516129032258,0.277,0.0144516129032258,733.869,149.91258064516126,1031
Q99678,25,0.988,0.0570399999999999,0.988,0.0570399999999999,254.083,98.55808,2
O75912,78,0.828,0.0221410256410256,0.828,0.0221410256410256,1594.869,141.43170512820512,6
Q9HB29,43,0.733,0.0395348837209302,0.733,0.0395348837209302,739.089,132.3498604651163,
Q5T848,99,0.996,0.0463838383838383,0.996,0.0463838383838383,545.695,121.96568686868684,2
P08962,18,0.88,0.0543888888888888,0.88,0.0543888888888888,325.598,117.23077777777776,13
Q7L0J3,51,0.992,0.0409215686274509,0.992,0.0409215686274509,519.592,133.44986274509802,2
Q9UJX2,58,0.13,0.0076896551724137,0.13,0.0076896551724137,612.877,130.4730172413793,2
P08240,48,0.753,0.0323958333333333,0.753,0.0323958333333333,402.181,111.13158333333332,209
Q8WVM8,58,0.507,0.0152758620689655,0.507,0.0152758620689655,276.885,125.2446551724138,1
Q9UBB4,30,0.637,0.0414999999999999,0.637,0.0414999999999999,250.193,97.824,3
Q9NYW0,26,0.602,0.0442307692307692,0.602,0.0442307692307692,600.239,110.27126923076922,13
O60502,77,0.625,0.0353766233766233,0.625,0.0353766233766233,789.509,124.2014155844156,937
Q96A65,76,0.658,0.0140526315789473,0.658,0.0140526315789473,1059.013,132.30334210526317,2
P49961,40,0.897,0.0297499999999999,0.897,0.0297499999999999,394.647,106.76125000000002,92
Q96L34,50,0.521,0.02486,0.521,0.02486,667.311,129.27624000000003,1069
O94788,28,0.976,0.0625714285714285,0.976,0.0625714285714285,299.703,100.1165,190
P30531,43,0.773,0.0345348837209302,0.773,0.0345348837209302,247.371,104.83588372093024,217
Q86UU0,62,0.346,0.0274354838709677,0.346,0.0274354838709677,207.358,105.23227419354838,
Q9H6Z9,16,0.831,0.1106875,0.831,0.1106875,236.835,110.0728125,178
Q9BQB4,13,0.368,0.0572307692307692,0.368,0.0572307692307692,166.412,110.52769230769232,32
Q13009,115,0.435,0.0117826086956521,0.435,0.0117826086956521,347.288,125.75103478260866,2
Q3YEC7,41,0.608,0.0432439024390243,0.608,0.0432439024390243,360.417,103.54434146341468,1
P42357,48,0.311,0.0160625,0.311,0.0160625,794.008,124.17741666666667,2
Q06495,39,0.856,0.058051282051282,0.856,0.058051282051282,299.572,114.9000256410256,542
P17302,32,0.944,0.0346249999999999,0.944,0.0346249999999999,632.446,125.42775,69
P49406,17,0.579,0.0645882352941176,0.579,0.0645882352941176,254.488,114.0995882352941,2
Q07812,10,0.484,0.102,0.484,0.102,132.3,82.6679,51
P22303,37,0.842,0.0287837837837837,0.842,0.0287837837837837,262.636,92.66005405405406,11371
P05013,18,0.373,0.0382777777777777,0.373,0.0382777777777777,387.5,105.57644444444443,
O00408,73,0.923,0.0210273972602739,0.923,0.0210273972602739,546.481,108.04436986301369,3436
Q96D96,30,0.98,0.0368333333333333,0.98,0.0368333333333333,590.799,129.78086666666667,1
Q01469,9,0.913,0.1016666666666666,0.913,0.1016666666666666,263.643,108.25555555555556,550
Q8TDS7,33,0.739,0.0705454545454545,0.739,0.0705454545454545,253.693,101.32360606060608,2
Q9HAW9,39,0.995,0.0282564102564102,0.995,0.0282564102564102,537.638,106.085,153
Q03431,55,0.249,0.0134,0.249,0.0134,577.016,117.17405454545452,46869
P29966,11,0.329,0.0469090909090909,0.329,0.0469090909090909,119.542,90.72463636363636,1
A4D1P6,54,0.463,0.0244814814814814,0.463,0.0244814814814814,1549.825,137.29274074074075,27
Q9ULM6,41,0.859,0.0448048780487804,0.859,0.0448048780487804,288.016,102.1128536585366,16
Q9UBZ9,83,0.716,0.0116144578313253,0.716,0.0116144578313253,1193.629,112.9315060240964,27
Q9UK32,62,0.268,0.0165967741935483,0.268,0.0165967741935483,666.821,132.9759193548387,1148
Q96LC7,49,0.758,0.0211836734693877,0.758,0.0211836734693877,371.743,98.21246938775512,
Q7Z449,39,0.965,0.054051282051282,0.965,0.054051282051282,648.891,123.61889743589744,
Q8IVT2,37,0.241,0.0171081081081081,0.241,0.0171081081081081,183.926,96.14329729729728,1
Q9C0D3,53,0.708,0.0360188679245282,0.708,0.0360188679245282,240.372,104.23369811320754,
Q96PF2,28,0.359,0.0156071428571428,0.359,0.0156071428571428,294.895,113.209,1192
Q96I99,20,0.664,0.04815,0.664,0.04815,296.019,113.6816,1
O95169,10,0.544,0.0831,0.544,0.0831,198.767,124.3705,1
Q16760,104,0.673,0.009451923076923,0.673,0.009451923076923,721.402,123.54553846153848,5
Q9Y4W2,64,0.458,0.015046875,0.458,0.015046875,910.385,135.06384375000002,1
Q9H0E3,39,0.212,0.0214871794871794,0.212,0.0214871794871794,330.573,109.01679487179489,1
P23975,37,0.486,0.0353783783783783,0.486,0.0353783783783783,395.52,121.27913513513518,7527
P62979,12,0.266,0.0343333333333333,0.266,0.0343333333333333,151.168,103.49824999999998,2
Q96DG6,18,0.668,0.0409444444444444,0.668,0.0409444444444444,153.063,88.37772222222222,2
Q7Z739,27,0.676,0.0317777777777777,0.676,0.0317777777777777,181.404,104.15655555555551,3
P35367,47,0.951,0.0435106382978723,0.951,0.0435106382978723,441.793,126.60351063829783,5105
Q9HAS3,52,0.83,0.0685961538461538,0.83,0.0685961538461538,521.803,125.41596153846156,23
O43314,110,0.23,0.0065818181818181,0.23,0.0065818181818181,1075.315,130.0747363636364,2
P00748,40,0.252,0.01685,0.252,0.01685,540.629,137.66567500000002,1799
Q13585,40,0.977,0.0433249999999999,0.977,0.0433249999999999,361.516,99.453325,3
P24941,18,0.604,0.0408888888888888,0.604,0.0408888888888888,342.204,113.48616666666666,6790
P09210,13,0.923,0.0748461538461538,0.923,0.0748461538461538,316.92,125.90707692307691,39
O94919,35,0.823,0.0689714285714285,0.823,0.0689714285714285,198.186,92.58745714285712,1
Q13501,24,0.316,0.043375,0.316,0.043375,206.769,105.871375,12
Q04759,58,0.466,0.0132931034482758,0.466,0.0132931034482758,431.886,120.45906896551725,2527
Q5TCX8,69,0.355,0.0194927536231883,0.355,0.0194927536231883,433.386,111.21097101449276,43
P10153,9,0.242,0.0571111111111111,0.242,0.0571111111111111,202.012,91.731,2
Q15569,44,0.64,0.0160681818181818,0.64,0.0160681818181818,1397.564,153.43349999999998,491
P36578,29,0.721,0.026,0.721,0.026,160.214,91.12296551724138,2
Q8N6T3,26,0.113,0.0117307692307692,0.113,0.0117307692307692,234.03,105.96426923076925,2
Q5UIP0,170,0.703,0.0216176470588234,0.703,0.0216176470588234,1040.041,112.63980000000002,2
P48050,40,0.491,0.0353999999999999,0.491,0.0353999999999999,990.763,144.903075,8
P27986,64,0.31,0.0214374999999999,0.31,0.0214374999999999,333.307,98.68584374999998,336
P56556,11,0.99,0.0925454545454545,0.99,0.0925454545454545,390.341,121.54972727272728,
P24539,20,0.21,0.0432999999999999,0.21,0.0432999999999999,167.716,93.30714999999998,2
P31939,52,0.379,0.0177115384615384,0.379,0.0177115384615384,218.83,92.83163461538464,208
P52209,36,0.599,0.0232777777777777,0.599,0.0232777777777777,172.859,92.69638888888886,39
Q32MK0,48,0.758,0.0432916666666666,0.758,0.0432916666666666,502.325,132.3802708333333,453
O94766,16,0.156,0.013875,0.156,0.013875,429.389,105.8405625,6
Q9P1P5,29,0.806,0.1073103448275861,0.806,0.1073103448275861,339.98,114.96837931034484,2
O75251,12,0.471,0.0568333333333333,0.471,0.0568333333333333,154.35,86.02808333333336,2
Q9NP31,26,0.523,0.0444999999999999,0.523,0.0444999999999999,250.815,119.06584615384617,2
P0DMS8,25,0.968,0.0645599999999999,0.968,0.0645599999999999,265.827,113.21120000000002,10904
Q9Y3B4,8,0.292,0.066875,0.292,0.066875,179.017,113.51275,1
P19447,69,0.257,0.0119565217391304,0.257,0.0119565217391304,555.606,132.81713043478263,2
O95372,15,0.262,0.0512666666666666,0.262,0.0512666666666666,151.442,98.98959999999998,18
Q13740,38,0.147,0.01,0.147,0.01,220.389,94.90002631578946,
P62314,10,0.576,0.0605,0.576,0.0605,156.554,98.30760000000002,1
P50052,32,0.89,0.0618437499999999,0.89,0.0618437499999999,288.641,113.51190624999998,1852
Q9UMR5,16,0.265,0.0235,0.265,0.0235,142.527,79.71199999999999,1
Q9HCS2,43,0.961,0.0270930232558139,0.961,0.0270930232558139,252.548,103.97081395348836,16
P05067,76,0.701,0.0122631578947368,0.701,0.0122631578947368,467.781,110.20017105263156,5378
P09237,16,0.699,0.051625,0.699,0.051625,261.2,109.4171875,1008
Q9UBB5,29,0.356,0.0361379310344827,0.356,0.0361379310344827,333.433,122.11227586206896,8
O75116,136,0.504,0.0151617647058823,0.504,0.0151617647058823,449.299,107.08498529411764,8559
Q6QNK2,85,0.976,0.0419176470588235,0.976,0.0419176470588235,459.716,115.17991764705882,2
P59540,29,0.946,0.0496896551724137,0.946,0.0496896551724137,354.142,106.2113103448276,24
P42336,89,0.277,0.008752808988764,0.277,0.008752808988764,437.93,114.10495505617976,10744
Q9BWU1,36,0.502,0.0240277777777777,0.502,0.0240277777777777,366.705,127.5073611111111,494
Q01130,24,0.241,0.0205416666666666,0.241,0.0205416666666666,115.317,81.97179166666668,3
P08865,21,0.185,0.0162380952380952,0.185,0.0162380952380952,230.882,95.02642857142858,19
Q7Z5L9,26,0.662,0.0338076923076923,0.662,0.0338076923076923,171.849,95.10923076923078,1
Q9Y6K9,24,0.545,0.0814999999999999,0.545,0.0814999999999999,150.424,85.12395833333333,4
Q12904,23,0.287,0.0477391304347826,0.287,0.0477391304347826,150.399,86.75656521739128,3
Q16773,29,0.622,0.0272413793103448,0.622,0.0272413793103448,278.332,106.88327586206896,49
Q13105,61,0.299,0.0100327868852459,0.299,0.0100327868852459,347.347,108.48575409836069,4
Q96NT5,30,0.96,0.0534333333333333,0.96,0.0534333333333333,801.504,136.2582,60
P28161,15,0.519,0.0641333333333333,0.519,0.0641333333333333,138.522,79.52993333333333,84
Q9Y314,26,0.311,0.0198461538461538,0.311,0.0198461538461538,206.644,93.68196153846156,1
Q96P63,30,0.507,0.0239666666666666,0.507,0.0239666666666666,194.018,93.57963333333332,1
Q13895,34,0.736,0.0538235294117646,0.736,0.0538235294117646,400.278,119.94288235294118,1
Q8IXB1,61,0.129,0.0042950819672131,0.129,0.0042950819672131,727.74,123.60934426229508,3
O95340,37,0.874,0.0693513513513513,0.874,0.0693513513513513,452.306,120.42870270270268,4
P84101,6,0.154,0.0456666666666666,0.154,0.0456666666666666,112.312,81.1245,
Q99519,17,0.631,0.0409411764705882,0.631,0.0409411764705882,288.473,120.86882352941178,136
Q96RD7,39,0.649,0.0472564102564102,0.649,0.0472564102564102,495.086,103.00202564102564,6
Q9UGI9,43,0.521,0.0137906976744186,0.521,0.0137906976744186,746.863,137.8617209302326,
P09327,73,0.382,0.0072739726027397,0.382,0.0072739726027397,1290.848,156.59838356164386,1
Q10588,18,0.75,0.0447222222222222,0.75,0.0447222222222222,237.874,104.95055555555555,2
Q99575,93,0.674,0.0236236559139784,0.674,0.0236236559139784,299.557,116.44359139784947,1
P51124,13,0.794,0.1077692307692307,0.794,0.1077692307692307,257.364,101.29584615384616,2
Q9UBF2,60,0.233,0.0127333333333333,0.233,0.0127333333333333,821.006,122.67528333333338,2
P16220,19,0.52,0.044578947368421,0.52,0.044578947368421,199.051,102.6978947368421,11
P62191,39,0.714,0.0234102564102564,0.714,0.0234102564102564,472.215,108.9668974358974,2
Q6P1J9,45,0.59,0.0344888888888888,0.59,0.0344888888888888,256.101,103.61235555555557,1
Q9NZL9,18,0.082,0.0146666666666666,0.082,0.0146666666666666,490.01,126.61616666666666,1
Q9NPB1,13,0.89,0.0693076923076923,0.89,0.0693076923076923,221.311,102.47861538461538,2
Q13356,34,0.616,0.0357647058823529,0.616,0.0357647058823529,196.856,95.8160882352941,1
Q07699,13,0.531,0.0811538461538461,0.531,0.0811538461538461,188.215,106.69907692307694,2
Q96QU8,97,0.494,0.0148969072164948,0.494,0.0148969072164948,339.19,104.09759793814432,1
Q8NFF5,48,0.868,0.0204583333333333,0.868,0.0204583333333333,387.844,105.52024999999998,3
Q9Y3S1,126,0.814,0.0214999999999999,0.814,0.0214999999999999,431.529,115.63453968253975,432
P62258,21,0.449,0.0398095238095238,0.449,0.0398095238095238,356.826,132.88142857142853,7
Q9NYQ3,24,0.409,0.0254166666666666,0.409,0.0254166666666666,735.597,115.14254166666665,54
P61289,23,0.238,0.0147391304347826,0.238,0.0147391304347826,169.605,92.44347826086958,3
P35462,23,0.485,0.0455652173913043,0.485,0.0455652173913043,435.212,132.97408695652177,10284
Q6Y7W6,137,0.425,0.012897810218978,0.425,0.012897810218978,286.826,97.51467153284676,3
P36956,82,0.777,0.0292317073170731,0.777,0.0292317073170731,854.009,120.10617073170732,104
Q9NSD5,38,0.84,0.0848421052631578,0.84,0.0848421052631578,470.331,125.22623684210524,94
P13674,37,0.497,0.035081081081081,0.497,0.035081081081081,481.391,124.41362162162164,10
Q7LBC6,124,0.227,0.0071693548387096,0.227,0.0071693548387096,652.284,134.3882822580645,33
P01023,120,0.46,0.00765,0.46,0.00765,547.694,112.12258333333334,2
Q9NXG6,39,0.706,0.0311538461538461,0.706,0.0311538461538461,490.721,106.01346153846151,94
P11216,43,0.821,0.0399302325581395,0.821,0.0399302325581395,841.298,138.48272093023257,388
P13987,11,0.745,0.085,0.745,0.085,165.848,81.68227272727273,1
Q9Y6N6,128,0.952,0.0224999999999999,0.952,0.0224999999999999,576.128,100.91314062500004,
Q96FJ2,10,0.168,0.0296,0.168,0.0296,105.837,80.4066,2
P62136,22,0.757,0.0476818181818181,0.757,0.0476818181818181,410.741,131.78854545454547,134
P07306,19,0.619,0.092578947368421,0.619,0.092578947368421,278.84,94.33800000000002,31
Q9C0H9,75,0.92,0.0314133333333332,0.92,0.0314133333333332,385.507,105.83449333333331,6
P56703,26,0.344,0.0249230769230769,0.344,0.0249230769230769,158.365,100.4594615384615,82
Q13422,36,0.089,0.0055,0.089,0.0055,637.986,136.56602777777778,257
P55210,23,0.375,0.0202173913043478,0.375,0.0202173913043478,171.039,108.27639130434784,3046
P07992,19,0.437,0.0522105263157894,0.437,0.0522105263157894,287.931,108.93052631578948,
P47869,34,0.534,0.0476470588235294,0.534,0.0476470588235294,252.034,107.91411764705884,189
Q6UWR7,17,0.291,0.0385882352941176,0.291,0.0385882352941176,414.856,117.5301176470588,107
P11230,28,0.951,0.1167142857142856,0.951,0.1167142857142856,532.448,125.89203571428573,
Q09428,134,0.999,0.0206044776119402,0.999,0.0206044776119402,819.03,131.20477611940296,11
P30044,8,0.471,0.0665,0.471,0.0665,198.723,100.288375,5
Q6PFW1,97,0.796,0.0147422680412371,0.796,0.0147422680412371,693.803,139.38977319587627,5
P46926,18,0.661,0.0526666666666666,0.661,0.0526666666666666,187.898,101.31122222222224,1
Q5QNW6,12,0.87,0.10275,0.87,0.10275,150.243,94.96758333333334,1
Q7RTX0,64,0.951,0.0252968749999999,0.951,0.0252968749999999,354.9,103.081984375,4
P49685,36,0.991,0.0405555555555555,0.991,0.0405555555555555,605.118,133.9971111111111,5
Q9BT73,6,0.123,0.0403333333333333,0.123,0.0403333333333333,100.55,78.06633333333333,19
Q99500,30,0.984,0.1086666666666666,0.984,0.1086666666666666,537.292,132.99273333333335,2947
Q5JSL3,192,0.168,0.0064322916666666,0.168,0.0064322916666666,677.454,125.60025520833334,1
Q8N543,45,0.337,0.0268222222222222,0.337,0.0268222222222222,422.919,121.42584444444444,5
Q8NCM2,82,0.786,0.0165487804878048,0.786,0.0165487804878048,858.542,115.72026829268296,
P43155,49,0.961,0.0267755102040815,0.961,0.0267755102040815,376.529,100.68546938775512,12
Q9H5V9,19,0.151,0.0375263157894736,0.151,0.0375263157894736,356.784,112.48463157894734,1
P42680,53,0.804,0.0296226415094339,0.804,0.0296226415094339,513.233,117.96028301886795,1373
Q14683,108,0.406,0.0129444444444444,0.406,0.0129444444444444,405.355,106.5513240740741,223
Q13554,33,0.817,0.0808181818181818,0.817,0.0808181818181818,632.639,156.126303030303,1295
P37108,11,0.372,0.0672727272727272,0.372,0.0672727272727272,167.371,101.55936363636364,3
O15296,40,0.926,0.0441999999999999,0.926,0.0441999999999999,598.259,115.30915000000002,7047
P0DUB6,19,0.609,0.0782631578947368,0.609,0.0782631578947368,152.885,98.70752631578948,70
P0DUB6,19,0.609,0.0782631578947368,0.609,0.0782631578947368,152.885,98.70752631578948,369
P54819,17,0.915,0.0605882352941176,0.915,0.0605882352941176,463.716,110.50129411764703,253
Q6P1M0,36,0.839,0.0331388888888888,0.839,0.0331388888888888,599.891,142.21725,53
Q9UL03,71,0.84,0.019450704225352,0.84,0.019450704225352,469.929,122.95428169014086,1
P35237,30,0.645,0.0466666666666666,0.645,0.0466666666666666,255.698,97.25,1
Q99613,85,0.142,0.0077294117647058,0.142,0.0077294117647058,455.081,104.5366117647059,1
O60449,166,0.658,0.0126867469879517,0.658,0.0126867469879517,642.979,141.931391566265,
P23470,102,0.686,0.0165294117647058,0.686,0.0165294117647058,420.14,121.50594117647056,54
Q8NHM5,102,0.956,0.0197941176470588,0.956,0.0197941176470588,1103.361,128.67037254901956,693
O43525,74,0.918,0.0464054054054053,0.918,0.0464054054054053,1011.296,154.35524324324325,18
P24592,16,0.54,0.0784375,0.54,0.0784375,182.984,122.0803125,2
P08100,24,0.937,0.0535416666666666,0.937,0.0535416666666666,892.569,122.37745833333334,2
P50570,76,0.659,0.0158421052631578,0.659,0.0158421052631578,292.913,109.05681578947365,38
Q8TEK3,76,0.765,0.0267894736842105,0.765,0.0267894736842105,274.615,101.48628947368422,451
Q96EY7,60,0.083,0.0058,0.083,0.0058,372.849,116.43653333333336,1
Q86WB0,32,0.684,0.0442812499999999,0.684,0.0442812499999999,335.778,123.82328125000004,1
Q86XP0,62,0.596,0.035016129032258,0.596,0.035016129032258,240.225,98.49220967741935,1
O43708,16,0.486,0.0656249999999999,0.486,0.0656249999999999,212.252,99.00575,5
Q9BRK5,34,0.572,0.0303823529411764,0.572,0.0303823529411764,431.561,121.26947058823532,1
Q9UHJ3,63,0.624,0.0183174603174603,0.624,0.0183174603174603,489.628,129.30049206349207,80
Q9GZS1,47,0.572,0.0234468085106383,0.572,0.0234468085106383,217.937,105.48259574468086,1
Q8IWC1,58,0.76,0.0284827586206896,0.76,0.0284827586206896,243.479,94.47434482758622,1
P05230,13,0.337,0.0544615384615384,0.337,0.0544615384615384,150.382,90.62769230769231,126
P29590,58,0.837,0.0366551724137931,0.837,0.0366551724137931,441.712,138.51277586206896,1
O00743,16,0.558,0.0504375,0.558,0.0504375,351.946,104.951,7
Q9P0X4,191,0.963,0.0298795811518324,0.963,0.0298795811518324,599.899,119.33492146596852,360
O00303,23,0.698,0.0405652173913043,0.698,0.0405652173913043,280.581,110.6953043478261,2
P51810,28,0.757,0.0628571428571428,0.757,0.0628571428571428,532.977,121.02182142857144,3
Q14330,27,0.836,0.0869259259259258,0.836,0.0869259259259258,268.483,98.41644444444444,213
P14859,36,0.625,0.0338611111111111,0.625,0.0338611111111111,206.7,98.30194444444446,45
Q13541,4,0.306,0.13275,0.306,0.13275,171.221,124.86375,1798
Q13310,50,0.603,0.0236799999999999,0.603,0.0236799999999999,486.634,108.12892000000002,6
