UniProt,PocketCount,MaxScore,MeanScore,MaxDruggability,MeanDruggability,MaxSASA,MeanSASA
O75381,13,0.549,0.061538461538461535,0.549,0.061538461538461535,142.118,86.38638461538463
O95461,46,0.25,0.0069347826086956525,0.25,0.0069347826086956525,653.167,136.9713695652174
Q9NYB0,37,0.615,0.04527027027027027,0.615,0.04527027027027027,393.865,120.67981081081084
P19013,29,0.265,0.02658620689655173,0.265,0.02658620689655173,129.335,83.10462068965516
P61019,9,0.414,0.04666666666666666,0.414,0.04666666666666666,150.068,97.40311111111112
P09601,21,0.351,0.023095238095238096,0.351,0.023095238095238096,530.49,142.90976190476192
Q13574,66,0.177,0.006121212121212122,0.177,0.006121212121212122,860.743,151.989196969697
Q9UBT2,40,0.658,0.044875000000000005,0.658,0.044875000000000005,662.017,124.282825
Q13233,113,0.774,0.02670796460176989,0.774,0.02670796460176989,554.743,130.2271946902655
Q14157,46,0.203,0.010934782608695655,0.203,0.010934782608695655,231.362,95.61976086956521
P34947,38,0.05,0.0039210526315789475,0.05,0.0039210526315789475,425.392,116.57550000000002
Q93086,35,0.133,0.012285714285714287,0.133,0.012285714285714287,286.797,103.67588571428573
Q9H089,58,0.753,0.034499999999999975,0.753,0.034499999999999975,312.18,116.7766206896552
P31749,41,0.573,0.016731707317073168,0.573,0.016731707317073168,292.2,112.86758536585363
Q01453,8,0.714,0.0905,0.714,0.0905,244.335,97.83962500000001
P34995,28,0.899,0.05307142857142858,0.899,0.05307142857142858,486.096,133.1816071428571
Q13003,82,0.426,0.012975609756097562,0.426,0.012975609756097562,555.759,116.74240243902437
O75388,35,0.834,0.062228571428571404,0.834,0.062228571428571404,440.231,103.03902857142856
P10828,32,0.978,0.03381249999999998,0.978,0.03381249999999998,226.191,105.74571875000001
P31639,48,0.897,0.058374999999999976,0.897,0.058374999999999976,262.923,106.27591666666666
P40259,16,0.22,0.0480625,0.22,0.0480625,197.525,111.71475
O75306,30,0.354,0.029766666666666667,0.354,0.029766666666666667,166.635,87.11536666666666
Q01064,45,0.507,0.04286666666666665,0.507,0.04286666666666665,364.154,113.86906666666665
Q15910,70,0.68,0.03589999999999997,0.68,0.03589999999999997,1130.576,142.6209
Q86WJ1,82,0.229,0.013768292682926833,0.229,0.013768292682926833,586.801,130.6709512195122
P18405,15,0.998,0.06826666666666666,0.998,0.06826666666666666,602.162,117.04506666666666
Q14451,38,0.855,0.03407894736842104,0.855,0.03407894736842104,575.037,125.1168684210526
P60660,8,0.713,0.10137499999999999,0.713,0.10137499999999999,161.928,100.75687500000001
O14773,26,0.464,0.031615384615384615,0.464,0.031615384615384615,448.935,119.21561538461539
O15511,8,0.158,0.02075,0.158,0.02075,80.626,68.56237499999999
O94956,41,0.976,0.030097560975609727,0.976,0.030097560975609727,1251.111,150.61651219512197
P78317,6,0.113,0.04633333333333334,0.113,0.04633333333333334,108.16,79.38333333333334
Q5VWK5,39,0.704,0.030358974358974358,0.704,0.030358974358974358,437.515,118.13569230769232
P51679,25,0.506,0.03432,0.506,0.03432,326.145,118.99324
P09455,8,0.784,0.165375,0.784,0.165375,182.199,103.75762499999999
O60563,38,0.909,0.05039473684210525,0.909,0.05039473684210525,264.562,110.83060526315789
Q06609,20,0.524,0.044500000000000005,0.524,0.044500000000000005,162.425,95.00034999999998
Q9ULV4,34,0.552,0.01847058823529412,0.552,0.01847058823529412,233.963,99.28305882352939
O95279,42,0.335,0.01678571428571429,0.335,0.01678571428571429,388.097,107.57588095238096
Q8N6T7,26,0.898,0.03703846153846154,0.898,0.03703846153846154,361.263,119.48673076923077
P07320,10,0.616,0.0846,0.616,0.0846,130.822,88.37339999999999
Q8NE71,78,0.622,0.022551282051282047,0.622,0.022551282051282047,564.007,121.59765384615388
Q01813,49,0.857,0.03163265306122448,0.857,0.03163265306122448,747.806,128.55716326530612
Q9H3S4,13,0.413,0.06476923076923077,0.413,0.06476923076923077,203.435,92.25753846153845
P26715,18,0.475,0.05294444444444445,0.475,0.05294444444444445,278.648,110.98005555555557
O00748,40,0.996,0.02587499999999996,0.996,0.02587499999999996,244.739,92.27347499999999
Q96D53,44,0.976,0.030954545454545426,0.976,0.030954545454545426,429.539,128.706
P49356,35,0.372,0.017457142857142855,0.372,0.017457142857142855,274.308,105.96405714285714
Q92888,68,0.601,0.014661764705882353,0.601,0.014661764705882353,954.147,126.704
Q15843,6,0.27,0.04800000000000001,0.27,0.04800000000000001,168.803,98.99166666666667
O00541,70,0.245,0.006114285714285715,0.245,0.006114285714285715,323.572,118.97518571428573
Q9NWT6,29,0.565,0.028999999999999998,0.565,0.028999999999999998,207.954,104.13844827586206
Q9H2H0,13,0.567,0.0603076923076923,0.567,0.0603076923076923,143.639,98.10969230769234
Q16740,23,0.541,0.02786956521739131,0.541,0.02786956521739131,278.208,110.64360869565216
Q12769,121,0.237,0.007834710743801654,0.237,0.007834710743801654,470.543,117.49958677685954
O75473,70,0.45,0.02057142857142857,0.45,0.02057142857142857,343.039,113.69165714285712
O43526,57,0.319,0.018122807017543853,0.319,0.018122807017543853,909.355,131.10445614035086
Q9HB14,38,0.997,0.053815789473684185,0.997,0.053815789473684185,434.533,117.35381578947373
P29279,31,0.657,0.030451612903225813,0.657,0.030451612903225813,236.476,107.06625806451613
P55786,69,0.661,0.026724637681159385,0.661,0.026724637681159385,485.634,115.934115942029
O43299,68,0.512,0.021911764705882315,0.512,0.021911764705882315,205.56,97.4026029411765
Q9UD71,15,0.164,0.027333333333333334,0.164,0.027333333333333334,163.631,96.14566666666664
P63313,4,0.633,0.16525,0.633,0.16525,198.58,112.49924999999999
P28482,29,0.807,0.0425172413793103,0.807,0.0425172413793103,263.853,109.11472413793102
Q9H974,31,0.7,0.0392258064516129,0.7,0.0392258064516129,405.713,114.40332258064518
Q8N488,10,0.305,0.0479,0.305,0.0479,146.016,89.8772
Q9BUL8,13,0.515,0.09192307692307694,0.515,0.09192307692307694,208.078,103.17561538461538
O95259,87,0.894,0.027310344827586184,0.894,0.027310344827586184,534.67,127.18657471264368
P35968,112,0.82,0.016624999999999994,0.82,0.016624999999999994,492.069,127.62827678571425
O00160,83,0.405,0.015650602409638552,0.405,0.015650602409638552,1192.232,130.67338554216872
Q8NB78,69,0.911,0.028521739130434744,0.911,0.028521739130434744,242.687,105.42917391304348
Q12866,61,0.483,0.011508196721311478,0.483,0.011508196721311478,457.181,127.10336065573769
Q8NHU3,29,0.892,0.07406896551724135,0.892,0.07406896551724135,294.428,108.44458620689656
Q9NQ88,20,0.18,0.03395,0.18,0.03395,207.828,112.10009999999997
A8TX70,194,0.381,0.011515463917525753,0.381,0.011515463917525753,734.434,120.61828350515468
Q9BXM7,40,0.991,0.048775,0.991,0.048775,529.204,141.01092500000001
P62945,6,0.387,0.08366666666666667,0.387,0.08366666666666667,114.933,83.146
Q8TDB6,53,0.449,0.0139811320754717,0.449,0.0139811320754717,361.316,111.99596226415093
P06756,67,0.813,0.03391044776119401,0.813,0.03391044776119401,241.665,97.02677611940301
P06241,47,0.658,0.028319148936170203,0.658,0.028319148936170203,394.79,137.71919148936166
P52757,36,0.449,0.01591666666666667,0.449,0.01591666666666667,382.591,104.43130555555554
O43189,46,0.702,0.04082608695652174,0.702,0.04082608695652174,638.132,136.36354347826085
Q03135,7,0.22,0.08714285714285716,0.22,0.08714285714285716,180.119,104.88742857142857
Q96PE1,91,0.882,0.012285714285714285,0.882,0.012285714285714285,561.999,121.2427912087912
P43405,52,0.612,0.029153846153846148,0.612,0.029153846153846148,746.653,121.96224999999998
Q7Z7L7,61,0.227,0.014606557377049183,0.227,0.014606557377049183,436.123,102.82203278688525
Q00059,23,0.104,0.01573913043478261,0.104,0.01573913043478261,213.013,104.71143478260869
Q69YQ0,78,0.119,0.006794871794871798,0.119,0.006794871794871798,192.725,95.78971794871794
P31644,39,0.512,0.02435897435897436,0.512,0.02435897435897436,261.113,103.45523076923077
Q96IY4,26,0.735,0.06507692307692305,0.735,0.06507692307692305,214.947,88.76903846153846
P54753,71,0.037,0.0019577464788732395,0.037,0.0019577464788732395,1053.894,125.71274647887323
P20393,36,0.594,0.03388888888888887,0.594,0.03388888888888887,582.273,120.62324999999997
Q9Y6F1,37,0.529,0.027540540540540545,0.529,0.027540540540540545,884.755,132.7282972972973
P60866,8,0.255,0.07275000000000001,0.255,0.07275000000000001,194.245,102.54062500000002
P55036,36,0.35,0.031194444444444438,0.35,0.031194444444444438,265.803,103.49736111111116
Q9H7D0,153,0.347,0.007823529411764705,0.347,0.007823529411764705,684.028,120.5041045751634
Q92552,34,0.414,0.019764705882352938,0.414,0.019764705882352938,301.758,99.84123529411765
P42681,45,0.888,0.02631111111111111,0.888,0.02631111111111111,461.345,125.95164444444441
Q10589,12,0.194,0.02041666666666667,0.194,0.02041666666666667,264.234,96.68808333333334
P08842,40,0.767,0.052225,0.767,0.052225,316.553,103.99789999999999
O43175,43,0.863,0.03288372093023253,0.863,0.03288372093023253,338.863,100.99674418604653
P37840,13,0.949,0.20292307692307693,0.949,0.20292307692307693,147.897,100.34992307692306
Q02880,116,0.285,0.006931034482758621,0.285,0.006931034482758621,1428.984,128.79965517241374
Q9NVR0,69,0.71,0.022985507246376782,0.71,0.022985507246376782,227.677,97.51743478260869
P11388,105,0.703,0.010447619047619046,0.703,0.010447619047619046,736.062,130.7535523809524
P12319,22,0.467,0.06486363636363636,0.467,0.06486363636363636,174.858,96.52786363636365
Q9Y223,48,0.988,0.026583333333333306,0.988,0.026583333333333306,371.508,104.28581249999998
P13533,212,0.961,0.016764150943396193,0.961,0.016764150943396193,904.614,111.28427358490569
Q16552,9,0.4,0.08211111111111112,0.4,0.08211111111111112,422.292,141.17977777777776
Q04637,107,0.374,0.004925233644859814,0.374,0.004925233644859814,299.435,114.21910280373837
Q05BQ5,46,0.755,0.024347826086956518,0.755,0.024347826086956518,631.864,124.21426086956521
Q8TDB8,35,0.876,0.03625714285714286,0.876,0.03625714285714286,669.982,123.13782857142859
O14933,11,0.353,0.07881818181818182,0.353,0.07881818181818182,152.855,94.13309090909091
Q8TAQ2,71,0.935,0.020619718309859137,0.935,0.020619718309859137,271.845,102.64156338028174
P0DMS9,15,0.949,0.06699999999999998,0.949,0.06699999999999998,461.806,139.0892
Q9UPC5,27,1.0,0.0668518518518518,1.0,0.0668518518518518,590.944,111.24496296296299
P14678,9,0.181,0.030888888888888893,0.181,0.030888888888888893,246.655,113.92933333333332
Q6IN85,76,0.634,0.01990789473684208,0.634,0.01990789473684208,275.521,105.46661842105262
Q99259,50,0.86,0.029399999999999996,0.86,0.029399999999999996,371.25,103.16134000000002
Q8WVY7,25,0.645,0.0562,0.645,0.0562,580.537,140.90976000000003
P03952,42,0.922,0.04361904761904759,0.922,0.04361904761904759,338.817,116.12092857142859
Q7RTR8,30,0.676,0.04710000000000001,0.676,0.04710000000000001,572.682,120.22726666666668
P78549,20,0.777,0.04240000000000001,0.777,0.04240000000000001,591.017,129.21414999999996
O95167,4,0.789,0.19975,0.789,0.19975,183.144,109.95925
Q14694,49,0.249,0.009959183673469391,0.249,0.009959183673469391,1082.1,159.4313673469388
P22460,46,0.845,0.06530434782608695,0.845,0.06530434782608695,302.444,119.99358695652174
P27169,27,0.436,0.033296296296296296,0.436,0.033296296296296296,233.774,94.51911111111113
Q07820,25,0.868,0.0404,0.868,0.0404,615.539,146.86876
P50416,50,0.945,0.04807999999999996,0.945,0.04807999999999996,811.317,132.45322
Q04323,26,0.075,0.008,0.075,0.008,392.757,122.30757692307692
Q9Y4L1,73,0.424,0.00975342465753425,0.424,0.00975342465753425,267.704,97.94195890410957
Q7KZI7,44,0.658,0.02511363636363636,0.658,0.02511363636363636,495.446,119.71131818181817
P54284,36,0.321,0.023500000000000004,0.321,0.023500000000000004,705.222,141.06949999999998
Q8NG68,24,0.365,0.019458333333333334,0.365,0.019458333333333334,238.189,115.315
Q9NS87,144,0.454,0.013659722222222195,0.454,0.013659722222222195,675.831,105.14373611111114
Q04864,32,0.817,0.03978124999999997,0.817,0.03978124999999997,193.443,102.29756250000001
P04198,22,0.467,0.06499999999999999,0.467,0.06499999999999999,132.071,87.33818181818181
P62834,11,0.697,0.08036363636363636,0.697,0.08036363636363636,262.621,109.6059090909091
Q9H939,20,0.551,0.043000000000000003,0.551,0.043000000000000003,427.836,112.5355
A7MCY6,40,0.775,0.04919999999999999,0.775,0.04919999999999999,189.852,102.97894999999998
Q14566,75,0.711,0.019266666666666665,0.711,0.019266666666666665,820.004,132.92878666666672
O75419,47,0.901,0.03491489361702124,0.901,0.03491489361702124,260.734,101.30251063829785
P41968,30,0.781,0.09176666666666662,0.781,0.09176666666666662,187.293,99.64276666666667
Q8NCC3,27,0.655,0.05507407407407407,0.655,0.05507407407407407,448.567,108.84666666666668
Q08499,60,0.881,0.0211,0.881,0.0211,396.554,118.83700000000003
Q01860,15,0.144,0.027200000000000002,0.144,0.027200000000000002,170.67,80.22726666666668
O60359,35,0.408,0.024371428571428575,0.408,0.024371428571428575,232.785,101.36765714285714
Q92947,22,0.81,0.04395454545454546,0.81,0.04395454545454546,350.045,105.97786363636364
Q9Y383,41,0.413,0.014634146341463417,0.413,0.014634146341463417,204.538,90.4449024390244
P10092,4,0.336,0.10550000000000001,0.336,0.10550000000000001,132.799,110.75025000000001
P41227,18,0.175,0.017111111111111115,0.175,0.017111111111111115,359.087,125.26200000000001
Q92508,258,0.998,0.017255813953488335,0.998,0.017255813953488335,1051.791,116.52128682170542
P39086,81,0.945,0.030728395061728392,0.945,0.030728395061728392,416.964,120.55808641975308
P78381,24,0.795,0.046625,0.795,0.046625,318.874,115.39837499999999
O43676,6,0.167,0.036500000000000005,0.167,0.036500000000000005,136.02,87.627
P28799,40,0.308,0.022575000000000005,0.308,0.022575000000000005,259.005,119.44805000000004
P41586,42,0.794,0.08188095238095236,0.794,0.08188095238095236,367.275,113.8185714285714
P50914,14,0.405,0.04214285714285715,0.405,0.04214285714285715,100.279,76.85242857142858
A1Z1Q3,32,0.647,0.027156250000000003,0.647,0.027156250000000003,240.162,101.84834375
O96017,27,0.749,0.0642222222222222,0.749,0.0642222222222222,402.956,131.62755555555555
Q99442,30,0.692,0.0496,0.692,0.0496,156.462,102.72553333333335
Q9HB03,22,0.95,0.10140909090909088,0.95,0.10140909090909088,213.28,107.69577272727271
P06576,36,0.534,0.02344444444444445,0.534,0.02344444444444445,867.009,119.88063888888892
P47871,40,0.902,0.07352499999999997,0.902,0.07352499999999997,370.541,102.754425
Q9UKK9,17,0.362,0.041529411764705884,0.362,0.041529411764705884,214.815,91.77264705882354
Q9NRD8,130,0.998,0.034476923076923065,0.998,0.034476923076923065,968.507,124.94746153846148
O95299,31,0.739,0.04612903225806451,0.739,0.04612903225806451,240.892,95.44948387096777
P52434,9,0.843,0.09811111111111111,0.843,0.09811111111111111,240.319,105.86611111111111
P21333,189,0.271,0.0036825396825396835,0.271,0.0036825396825396835,810.708,115.85926984126978
Q13433,61,0.698,0.029213114754098362,0.698,0.029213114754098362,496.551,113.24826229508197
P06493,28,0.448,0.037250000000000005,0.448,0.037250000000000005,294.568,101.95789285714285
P40879,68,0.585,0.032279411764705876,0.585,0.032279411764705876,397.931,115.69735294117646
P09488,15,0.487,0.0424,0.487,0.0424,166.662,89.71939999999998
Q13698,191,0.998,0.04779581151832458,0.998,0.04779581151832458,968.214,127.72648691099472
P51970,15,0.521,0.058,0.521,0.058,144.89,91.31013333333335
P57721,26,0.265,0.016307692307692308,0.265,0.016307692307692308,276.248,110.11092307692307
O75832,14,0.371,0.04235714285714286,0.371,0.04235714285714286,133.344,79.90114285714286
Q6W2J9,94,0.282,0.016617021276595728,0.282,0.016617021276595728,269.178,102.80317021276598
P03951,45,0.408,0.0346222222222222,0.408,0.0346222222222222,445.144,116.87573333333336
O76062,31,0.847,0.0481290322580645,0.847,0.0481290322580645,537.03,129.13829032258064
P59537,30,0.997,0.07033333333333333,0.997,0.07033333333333333,446.495,116.60486666666664
O14986,46,0.937,0.0379782608695652,0.937,0.0379782608695652,366.794,128.97578260869562
Q9Y2R9,20,0.355,0.02975,0.355,0.02975,195.457,105.4731
Q8NEC5,60,0.908,0.029183333333333315,0.908,0.029183333333333315,277.18,97.87930000000001
O15525,16,0.613,0.08275,0.613,0.08275,181.883,101.08375
P31785,26,0.69,0.03776923076923077,0.69,0.03776923076923077,249.264,85.91146153846155
Q695T7,41,0.729,0.04143902439024389,0.729,0.04143902439024389,327.201,103.32743902439024
O00115,24,0.434,0.030625000000000003,0.434,0.030625000000000003,236.996,89.65370833333334
P16519,35,0.74,0.03225714285714284,0.74,0.03225714285714284,328.087,104.4041714285714
P08069,113,0.491,0.00824778761061947,0.491,0.00824778761061947,993.606,125.94999115044249
Q13464,126,0.622,0.009555555555555557,0.622,0.009555555555555557,443.796,115.10981746031747
P38606,42,0.667,0.031738095238095225,0.667,0.031738095238095225,239.522,98.72588095238093
Q8N183,15,0.563,0.04906666666666667,0.563,0.04906666666666667,195.975,99.54260000000001
Q5BJD5,28,0.88,0.10121428571428567,0.88,0.10121428571428567,224.167,92.2862857142857
Q99436,20,0.205,0.01345,0.205,0.01345,152.976,98.7972
P30968,25,0.754,0.06551999999999997,0.754,0.06551999999999997,444.738,117.19791999999998
Q6PJG2,59,0.166,0.00516949152542373,0.166,0.00516949152542373,790.929,127.2885084745763
P05783,20,0.491,0.034800000000000005,0.491,0.034800000000000005,192.685,89.78139999999999
O00470,17,0.721,0.05611764705882353,0.721,0.05611764705882353,285.246,133.47447058823528
Q8TF76,50,0.88,0.0183,0.88,0.0183,397.02,96.62634
P35247,9,0.286,0.06022222222222221,0.286,0.06022222222222221,287.446,104.33044444444447
P20042,28,0.348,0.01407142857142857,0.348,0.01407142857142857,264.175,102.44957142857143
P54368,15,0.797,0.10786666666666665,0.797,0.10786666666666665,228.914,131.79913333333334
P08590,10,0.278,0.03610000000000001,0.278,0.03610000000000001,141.47,98.4944
Q9H2G2,135,0.595,0.013429629629629599,0.595,0.013429629629629599,494.345,114.46151851851857
Q9NYV7,29,0.674,0.10627586206896548,0.674,0.10627586206896548,242.309,99.72003448275858
P08236,48,0.818,0.026291666666666658,0.818,0.026291666666666658,220.026,91.1979583333333
Q9C0E8,31,0.807,0.0670322580645161,0.807,0.0670322580645161,156.339,92.21551612903225
Q5XG87,34,0.504,0.029911764705882356,0.504,0.029911764705882356,813.451,125.57673529411765
Q99836,16,0.466,0.038250000000000006,0.466,0.038250000000000006,221.407,114.11343750000002
O95466,98,0.975,0.014704081632653026,0.975,0.014704081632653026,422.915,122.4622959183674
P05112,7,0.408,0.08557142857142856,0.408,0.08557142857142856,228.043,100.52285714285713
Q9NP84,14,0.539,0.05014285714285715,0.539,0.05014285714285715,397.077,124.49278571428572
Q8TDX7,21,0.278,0.01980952380952381,0.278,0.01980952380952381,314.613,109.05680952380953
Q4G0J3,58,0.94,0.02336206896551724,0.94,0.02336206896551724,392.441,112.53456896551724
Q02127,33,0.998,0.03130303030303028,0.998,0.03130303030303028,427.624,93.33118181818185
P10606,10,0.248,0.0461,0.248,0.0461,249.096,113.9171
Q6ZQN7,43,0.413,0.012837209302325582,0.413,0.012837209302325582,1996.403,167.25344186046513
Q16832,69,0.724,0.014695652173913037,0.724,0.014695652173913037,359.314,105.20568115942028
O75340,16,0.367,0.073875,0.367,0.073875,128.729,79.2295625
O96008,31,0.09,0.008516129032258065,0.09,0.008516129032258065,743.389,123.32254838709679
P31321,28,0.431,0.03392857142857143,0.431,0.03392857142857143,169.327,97.49957142857144
P98077,33,0.82,0.05481818181818181,0.82,0.05481818181818181,310.077,104.0541818181818
P28715,83,0.556,0.018939759036144577,0.556,0.018939759036144577,520.337,125.14189156626509
Q14749,23,0.938,0.06386956521739127,0.938,0.06386956521739127,192.709,96.28939130434783
Q92922,73,0.899,0.021041095890410925,0.899,0.021041095890410925,436.651,112.98994520547944
Q9UK80,35,0.604,0.029685714285714253,0.604,0.029685714285714253,370.562,123.24434285714283
Q99884,32,0.668,0.06084374999999999,0.668,0.06084374999999999,454.558,139.64871875
Q03393,11,0.606,0.10572727272727273,0.606,0.10572727272727273,151.498,96.21272727272726
Q9C0J8,72,0.301,0.02237499999999999,0.301,0.02237499999999999,314.75,125.65018055555558
Q92621,198,0.754,0.01948989898989896,0.754,0.01948989898989896,527.029,119.04520202020201
P21281,32,0.168,0.010125000000000002,0.168,0.010125000000000002,192.047,115.21996874999998
P42695,126,0.102,0.0032936507936507944,0.102,0.0032936507936507944,978.784,129.36450000000002
Q86SP6,67,0.892,0.020626865671641792,0.892,0.020626865671641792,1115.344,153.17982089552243
P19419,13,0.406,0.044769230769230776,0.406,0.044769230769230776,136.566,91.48723076923078
Q9NPA8,5,0.92,0.2406,0.92,0.2406,137.397,92.296
Q9H9B1,74,0.913,0.01818918918918919,0.913,0.01818918918918919,983.906,134.79886486486484
Q13393,84,0.233,0.005464285714285715,0.233,0.005464285714285715,1302.085,136.09452380952385
P41743,56,0.665,0.018071428571428575,0.665,0.018071428571428575,334.873,102.60005357142857
P63104,17,0.649,0.05347058823529412,0.649,0.05347058823529412,220.191,100.1438823529412
Q9BQ51,17,0.244,0.050176470588235295,0.244,0.050176470588235295,151.208,88.7894117647059
P84090,7,0.497,0.11685714285714287,0.497,0.11685714285714287,127.844,89.74114285714286
Q13029,109,0.306,0.007678899082568809,0.306,0.007678899082568809,439.261,109.81928440366974
Q9UNQ0,60,0.308,0.035266666666666655,0.308,0.035266666666666655,500.708,107.98214999999999
P42566,52,0.711,0.03826923076923074,0.711,0.03826923076923074,283.102,105.55376923076925
P49756,93,0.202,0.006150537634408603,0.202,0.006150537634408603,485.268,107.80196774193551
Q8WWL7,79,0.348,0.019670886075949356,0.348,0.019670886075949356,433.466,126.12745569620253
Q96R06,72,0.845,0.017625,0.845,0.017625,425.696,100.14737500000003
P31323,27,0.771,0.032259259259259265,0.771,0.032259259259259265,263.563,113.64777777777779
Q92793,210,0.622,0.008419047619047607,0.622,0.008419047619047607,477.481,121.01477619047618
Q8WWW0,34,0.234,0.01973529411764706,0.234,0.01973529411764706,537.487,128.12555882352942
P48066,33,0.826,0.07112121212121206,0.826,0.07112121212121206,243.004,112.1349090909091
Q08J23,58,0.792,0.02036206896551723,0.792,0.02036206896551723,376.771,112.3068448275862
P43487,16,0.2,0.035937500000000004,0.2,0.035937500000000004,177.522,98.7143125
P17535,18,0.881,0.11722222222222219,0.881,0.11722222222222219,161.558,91.19577777777778
Q92696,43,0.761,0.03055813953488371,0.761,0.03055813953488371,253.477,102.03516279069768
Q00975,212,0.983,0.02147169811320754,0.983,0.02147169811320754,662.754,134.33294339622648
Q9NS66,30,0.953,0.041433333333333315,0.953,0.041433333333333315,308.0,104.51330000000003
Q5T0W9,72,0.253,0.01440277777777778,0.253,0.01440277777777778,259.265,96.78009722222221
Q9NZT2,29,0.449,0.032793103448275865,0.449,0.032793103448275865,753.381,135.05206896551726
A1L0T0,44,0.785,0.019090909090909092,0.785,0.019090909090909092,478.413,100.44686363636364
Q07864,205,0.756,0.019560975609756066,0.756,0.019560975609756066,1136.684,123.09854146341459
Q15303,101,0.894,0.014445544554455441,0.894,0.014445544554455441,650.592,124.32644554455447
Q8WWR8,26,0.503,0.05138461538461536,0.503,0.05138461538461536,317.648,108.72815384615386
Q8TDN4,46,0.352,0.015478260869565219,0.352,0.015478260869565219,603.96,127.34206521739132
Q9H568,25,0.97,0.06743999999999999,0.97,0.06743999999999999,328.636,109.42656000000001
P0DP24,11,0.621,0.08600000000000001,0.621,0.08600000000000001,207.894,110.41645454545456
P63000,12,0.948,0.08266666666666667,0.948,0.08266666666666667,199.091,107.10008333333336
O00206,56,0.563,0.031874999999999994,0.563,0.031874999999999994,230.31,102.08839285714284
O15492,18,0.374,0.029,0.374,0.029,180.857,94.7491111111111
P30038,38,0.971,0.0317894736842105,0.971,0.0317894736842105,277.764,100.95657894736843
O94759,131,0.649,0.02238167938931295,0.649,0.02238167938931295,1065.227,128.83942748091602
Q9H4L5,68,0.389,0.008411764705882355,0.389,0.008411764705882355,406.116,113.4975
Q8NDH3,35,0.737,0.02908571428571428,0.737,0.02908571428571428,259.906,103.2822285714286
P04746,14,0.409,0.036,0.409,0.036,199.618,92.58414285714287
P23280,18,0.435,0.04455555555555556,0.435,0.04455555555555556,277.085,116.37983333333334
O14944,17,0.58,0.05482352941176471,0.58,0.05482352941176471,483.408,153.14770588235297
O95166,7,0.27,0.09771428571428573,0.27,0.09771428571428573,128.125,74.93814285714286
Q58F21,60,0.715,0.017483333333333333,0.715,0.017483333333333333,702.26,118.8240666666667
Q8TDR2,45,0.292,0.017866666666666666,0.292,0.017866666666666666,431.079,135.53473333333332
P05981,25,0.682,0.046560000000000004,0.682,0.046560000000000004,212.564,107.913
Q9UHI8,87,0.978,0.024160919540229853,0.978,0.024160919540229853,499.61,128.58850574712648
O14672,57,0.344,0.01982456140350877,0.344,0.01982456140350877,426.224,105.11591228070174
O43683,87,0.824,0.033655172413793094,0.824,0.033655172413793094,461.528,117.0309540229885
Q02241,85,0.508,0.02185882352941176,0.508,0.02185882352941176,621.649,118.89312941176465
O00459,50,0.473,0.019020000000000002,0.473,0.019020000000000002,271.402,99.63661999999998
P17706,42,0.505,0.019619047619047623,0.505,0.019619047619047623,307.985,109.35999999999997
Q9Y466,38,0.745,0.02418421052631579,0.745,0.02418421052631579,430.466,104.41142105263157
O95149,25,0.731,0.0416,0.731,0.0416,453.541,140.28240000000002
Q8NEV1,18,0.129,0.011000000000000001,0.129,0.011000000000000001,297.098,129.56733333333332
Q96GG9,17,0.879,0.07958823529411763,0.879,0.07958823529411763,228.224,119.46952941176473
P60468,2,0.346,0.173,0.346,0.173,190.546,142.459
Q9UBL9,32,0.437,0.0436875,0.437,0.0436875,327.582,103.90193749999997
P08621,46,0.194,0.005673913043478261,0.194,0.005673913043478261,758.677,121.87630434782609
Q9Y2D0,19,0.444,0.060631578947368404,0.444,0.060631578947368404,190.966,90.61400000000002
P32302,32,0.844,0.054156249999999975,0.844,0.054156249999999975,238.902,111.63725000000002
Q12968,43,0.23,0.006976744186046512,0.23,0.006976744186046512,342.152,122.16646511627908
Q16478,81,0.871,0.03523456790123453,0.871,0.03523456790123453,518.598,119.29393827160489
Q92830,75,0.277,0.012533333333333334,0.277,0.012533333333333334,374.325,110.63105333333336
Q99835,70,0.519,0.01608571428571428,0.519,0.01608571428571428,483.068,109.98245714285713
P54577,41,0.33,0.01878048780487805,0.33,0.01878048780487805,241.672,100.07531707317072
Q9NPD5,53,0.977,0.05079245283018865,0.977,0.05079245283018865,429.425,127.35307547169809
Q92572,11,0.236,0.05390909090909091,0.236,0.05390909090909091,160.408,100.4849090909091
Q9BYP7,93,0.755,0.015311827956989247,0.755,0.015311827956989247,940.183,134.06641935483867
P02776,6,0.496,0.1815,0.496,0.1815,176.483,113.68933333333332
Q9UN76,34,0.629,0.043088235294117636,0.629,0.043088235294117636,479.345,103.45835294117647
Q14432,83,0.985,0.034481927710843345,0.985,0.034481927710843345,505.461,129.60280722891562
O15432,18,0.856,0.09838888888888886,0.856,0.09838888888888886,167.111,97.45772222222223
Q9H583,209,0.971,0.026110047846889913,0.971,0.026110047846889913,641.821,108.65088995215312
O00330,44,0.351,0.019863636363636365,0.351,0.019863636363636365,369.829,112.83909090909093
P51812,53,0.487,0.027283018867924527,0.487,0.027283018867924527,807.615,161.48867924528298
Q9H3K6,5,0.418,0.0884,0.418,0.0884,134.786,95.9212
Q86YT5,36,0.802,0.055138888888888855,0.802,0.055138888888888855,266.184,107.54613888888889
Q9HBI6,34,0.999,0.030970588235294083,0.999,0.030970588235294083,462.777,104.73829411764707
Q14185,143,0.628,0.011839160839160834,0.628,0.011839160839160834,733.523,111.92262237762236
